photo_id,photo_url,album_ids,image_preview_url,album_title,event_name,event_year,people_count,subject_type,photographer,license,scene_tags,mood_tags,recommended_uses,sponsorship_items,sponsorship_tags,orientation,has_negative_space,safe_crop,visual_description,public_use_status,priority_level,collections,curation_notes,curation_status
54847506960,https://www.flickr.com/photos/sitcon/54847506960,72177720329615498,https://live.staticflickr.com/65535/54847506960_a16603205f_q.jpg,SITCON 2026 負一籌＋BoF,,,45,space,pU,,場地;會眾,熱鬧,活動回顧,,,landscape,false,,教室中多人站起或坐著活動，階梯座位和桌面物品呈現空間全景。,,,,Flickr title: pU_043,ai_labeled
54846331127,https://www.flickr.com/photos/sitcon/54846331127,72177720329615498,https://live.staticflickr.com/65535/54846331127_619c632d6b_q.jpg,SITCON 2026 負一籌＋BoF,,,0,screen,pU,,螢幕,安靜,講者宣傳,,,landscape,true,16:9,畫面聚焦在投影幕與綠色 SITCON 立牌，左側螢幕內容模糊但可見影像區塊。,,,,Flickr title: pU_023,ai_labeled
54978186735,https://www.flickr.com/photos/sitcon/54978186735,72177720330876634,https://live.staticflickr.com/65535/54978186735_e034f9ca33_q.jpg,2025 SITCON Hour of Code 桃園場,,,0,text_signage,康喔,,指標;場地,,社群介紹,,,landscape,true,16:9,綠色 SITCON 旗幟掛在木造室內空間，旗面白字清楚佔據畫面中央。,,,,Flickr title: 康喔_7953,ai_labeled
54847198061,https://www.flickr.com/photos/sitcon/54847198061,72177720329615498,https://live.staticflickr.com/65535/54847198061_28d6a05181_q.jpg,SITCON 2026 負一籌＋BoF,,,1,people,竺原,,講者,專業,講者宣傳,,,portrait,true,9:16,一名穿白色外套的人站在門邊拿麥克風，背景是教室牆面與綠色立牌。,,,,Flickr title: 竺原-5912,ai_labeled
53145874905,https://www.flickr.com/photos/sitcon/53145874905,72177720310796969,https://live.staticflickr.com/65535/53145874905_07d2cf9fd3_q.jpg,SITCON 2024 負一籌,,,1,people,Mou,,講者,專注,講者宣傳,,,square,true,,方形畫面中灰衣男子站在黑板前手指向前方，黑板上可見粉筆字，講桌在下方露出。,,,,Flickr title: Mou-8276,ai_labeled
55246493860,https://www.flickr.com/photos/sitcon/55246493860,72177720333438501,https://live.staticflickr.com/65535/55246493860_a968e89b31_q.jpg,SITCON 2026,,,2,people,夏川,,攤位;背板,專業,贊助成果報告,會場攤位,攤位曝光;品牌露出;贊助成果佐證,landscape,true,,兩人站在印有 Taiwan Semiconductor Manufacturing Company 字樣的桌布後，桌上擺著展示板與筆電。,,,,Flickr title: 夏川DSC_7442,ai_labeled
55245903778,https://www.flickr.com/photos/sitcon/55245903778,72177720333438501,https://live.staticflickr.com/65535/55245903778_da21797293_q.jpg,SITCON 2026,,,0,object,pU,,攤位,,贊助成果報告,會場攤位,攤位曝光;品牌露出,landscape,true,1:1,桌面堆放粉色盒裝物與直立小旗，小旗上清楚可見 Kick...Hack 字樣。,,,,Flickr title: pU-35,ai_labeled
55250303861,https://www.flickr.com/photos/sitcon/55250303861,72177720333438501,https://live.staticflickr.com/65535/55250303861_c987a73cd2_q.jpg,SITCON 2026,,,25,space,夏川,,場地;螢幕,,活動回顧,,,landscape,true,,大型階梯會場內有投影幕、講台與多排座位，前方桌面擺著監看設備,,,,Flickr title: 夏川IMG_9465,ai_labeled
55245132087,https://www.flickr.com/photos/sitcon/55245132087,72177720333438501,https://live.staticflickr.com/65535/55245132087_e11857228f_q.jpg,SITCON 2026,,,1,screen,月太,,舞台;螢幕;背板,儀式感,網站橫幅;活動回顧,,,landscape,false,16:9,大型投影幕佔據畫面，上方可見 JAM THE CHAOS 與中央研究院人文社會科學館字樣，講者在下方講台。,,,,Flickr title: 月太-0680,ai_labeled
55245144397,https://www.flickr.com/photos/sitcon/55245144397,72177720333438501,https://live.staticflickr.com/65535/55245144397_2039ba4698_q.jpg,SITCON 2026,,,1,screen,月太,,舞台;螢幕;背板,儀式感,網站橫幅;活動回顧,,,landscape,false,16:9,舞台正面拍到巨大 JAM THE CHAOS 投影，講者位於畫面中央下方的 SITCON 講台後。,,,,Flickr title: 月太-0706,ai_labeled
55246174490,https://www.flickr.com/photos/sitcon/55246174490,72177720333438501,https://live.staticflickr.com/65535/55246174490_c878e1aaa6_q.jpg,SITCON 2026,,,0,text_signage,,,指標,,,,,portrait,true,,牆上貼著一張活動資訊海報，海報含圖片區塊、文字欄位與標題,,,,Flickr title: BLE09135,ai_labeled
55250670449,https://www.flickr.com/photos/sitcon/55250670449,72177720333438501,https://live.staticflickr.com/65535/55250670449_5aa7a870be_q.jpg,SITCON 2026,,,80,space,竺原,,會眾;場地,專注,活動回顧,,,landscape,false,,階梯會場幾乎坐滿聽眾，前方講台與多排座位完整呈現,,,,Flickr title: 竺原-7875,ai_labeled
54847184681,https://www.flickr.com/photos/sitcon/54847184681,72177720329615498,https://live.staticflickr.com/65535/54847184681_2bb160c627_q.jpg,SITCON 2026 負一籌＋BoF,,,10,space,pU,,場地;茶點,安靜,活動回顧,,,landscape,true,16:9,階梯教室座位與茶點桌延伸到後方，前景有綠色 SITCON 立牌與背包。,,,,Flickr title: pU_063,ai_labeled
54846324587,https://www.flickr.com/photos/sitcon/54846324587,72177720329615498,https://live.staticflickr.com/65535/54846324587_0bbdf2cd5d_q.jpg,SITCON 2026 負一籌＋BoF,,,4,object,pU,,茶點,專注,活動回顧;簡報,,,landscape,false,,茶點桌上有紙袋、綠色 SITCON 立牌與坐在後方的與會者。,,,,Flickr title: pU_065,ai_labeled
54978136789,https://www.flickr.com/photos/sitcon/54978136789,72177720330876634,https://live.staticflickr.com/65535/54978136789_4b9b6bfd3f_q.jpg,2025 SITCON Hour of Code 桃園場,,,0,object,康喔,,手作,專注,,,,portrait,true,,白色桌面上整齊散放許多小卡或紙片，旁邊有一支橘色筆。,,,,Flickr title: 康喔_8030,ai_labeled
55246488330,https://www.flickr.com/photos/sitcon/55246488330,72177720333438501,https://live.staticflickr.com/65535/55246488330_997eb3c2fc_q.jpg,SITCON 2026,,,5,people,夏川,,攤位;合照,友善,贊助成果報告,會場攤位,攤位曝光;品牌露出,landscape,true,,五人站在開源人桌布與直立展板前合照，桌上擺有筆電、貼紙與紅色花束。,,,,Flickr title: 夏川DSC_7657,ai_labeled
54847514780,https://www.flickr.com/photos/sitcon/54847514780,72177720329615498,https://live.staticflickr.com/65535/54847514780_953e38eb3e_q.jpg,SITCON 2026 負一籌＋BoF,,,8,food,竺原,,茶點;排隊,熱鬧,活動回顧,,,landscape,false,,教室桌面排滿打開的披薩盒，旁邊有人拿紙盤排隊取餐。,,,,Flickr title: 竺原-6011,ai_labeled
55250303556,https://www.flickr.com/photos/sitcon/55250303556,72177720333438501,https://live.staticflickr.com/65535/55250303556_2037376a6e_q.jpg,SITCON 2026,,,2,space,夏川,,場地;螢幕,安靜,網站橫幅,,,landscape,true,,空曠階梯講堂前方投影出 JAM THE CHAOS 字樣，講台附近有兩名小小的人影,,,,Flickr title: 夏川DSC_7202,ai_labeled
54977003632,https://www.flickr.com/photos/sitcon/54977003632,72177720330876634,https://live.staticflickr.com/65535/54977003632_05b2b62c5a_q.jpg,2025 SITCON Hour of Code 桃園場,,,0,text_signage,康喔,,指標;場地,,社群介紹,,,portrait,true,,橘色 A 字立牌放在走廊邊，白板上的手寫字從側面可見。,,,,Flickr title: 康喔_7999,ai_labeled
55250358911,https://www.flickr.com/photos/sitcon/55250358911,72177720333438501,https://live.staticflickr.com/65535/55250358911_1c4d318f94_q.jpg,SITCON 2026,,,14,people,竺原,,合照,青春感,社群貼文,,,landscape,false,,多人穿學士服或拿圓框道具合照，前排有人蹲坐並露出笑容。,,,,Flickr title: 竺原-8737,ai_labeled
